id,airport_name,country,city,code
493,Enniskillen/St Angelo Airport,GB,Enniskillen,ENK
494,George Best Belfast City Airport,GB,Belfast,BHD
495,City of Derry Airport,GB,Derry,LDY
496,Birmingham Airport,GB,"Birmingham, West Midlands",BHX
497,Coventry Airport,GB,"Coventry, West Midlands",CVT
498,Gloucestershire Airport,GB,Staverton,GLO
499,Nottingham Airport,GB,Nottingham,NQT
500,Manchester Airport,GB,"Manchester, Greater Manchester",MAN
501,RNAS Yeovilton,GB,"Yeovil, Somerset",YEO
502,Campbeltown Airport,GB,Campbeltown,CAL
503,Eday Airport,GB,Eday,EOI
504,Haverfordwest Airport,GB,Haverfordwest,HAW
505,Cardiff International Airport,GB,"Rhoose, Vale of Glamorgan",CWL
506,Swansea Airport,GB,Swansea,SWS
507,Bristol Airport,GB,Bristol,BRS
508,Liverpool John Lennon Airport,GB,Liverpool,LPL
509,London Luton Airport,GB,"Luton, Bedfordshire",LTN
510,Bournemouth Airport,GB,"Christchurch, Dorset",BOH
511,Southampton Airport,GB,Southampton,SOU
512,Cornwall Airport Newquay,GB,Newquay,NQY
513,Alderney Airport,GG,Saint Anne,ACI
514,Guernsey Airport,GG,Saint Peter Port,GCI
515,Jersey Airport,JE,Saint Helier,JER
516,Brighton City Airport,GB,"Brighton, East Sussex",ESH
517,London Biggin Hill Airport,GB,London,BQH
518,London Gatwick Airport,GB,"Gatwick, Surrey",LGW
519,London City Airport,GB,London,LCY
520,Farnborough Airport,GB,"Farnborough, Hampshire",FAB
521,Blackbushe Airport,GB,"Camberley, Surrey",BBS
522,London Heathrow Airport,GB,London,LHR
523,London Southend Airport,GB,"Southend-on-Sea, Essex",SEN
524,Lydd London Ashford Airport,GB,"Romney Marsh, Kent",LYX
525,Carlisle Lake District Airport,GB,Carlisle,CAX
526,Blackpool International Airport,GB,Blackpool,BLK
527,Humberside Airport,GB,"Grimsby, Lincolnshire",HUY
528,Barrow Walney Island Airport,GB,Barrow-in-Furness,BWF
529,Leeds Bradford Airport,GB,"Leeds, West Yorkshire",LBA
530,Warton Aerodrome,GB,Warton,WRT
531,Hawarden Airport,GB,Broughton,CEG
532,Isle of Man Airport,IM,Castletown,IOM
533,Newcastle International Airport,GB,"Newcastle upon Tyne, Tyne and Wear",NCL
534,Teesside International Airport,GB,"Darlington, Durham",MME
535,East Midlands Airport,GB,Nottingham,EMA
536,Anglesey Airport,GB,Angelsey,VLY
537,Kirkwall Airport,GB,Orkney Islands,KOI
538,Sumburgh Airport,GB,Lerwick,LSI
539,Wick Airport,GB,Wick,WIC
540,Aberdeen Dyce Airport,GB,Aberdeen,ABZ
541,Inverness Airport,GB,Inverness,INV
542,Glasgow International Airport,GB,"Paisley, Renfrewshire",GLA
543,Edinburgh Airport,GB,Edinburgh,EDI
544,Islay Airport,GB,"Isle of Islay, Argyll and Bute",ILY
545,Glasgow Prestwick Airport,GB,"Prestwick, South Ayrshire",PIK
546,Benbecula Airport,GB,Balivanich,BEB
547,Dundee Airport,GB,Dundee,DND
548,Stornoway Airport,GB,"Stornoway, Western Isles",SYY
549,Barra Airport,GB,Eoligarry,BRR
550,Tiree Airport,GB,Balemartine,TRE
551,Leuchars Station Airfield,GB,"Leuchars, Fife",ADX
552,RAF Lossiemouth,GB,Lossiemouth,LMO
553,Cambridge City Airport,GB,"Cambridge, Cambridgeshire",CBG
554,Norwich Airport,GB,"Norwich, Norfolk",NWI
555,London Stansted Airport,GB,London,STN
556,Exeter International Airport,GB,"Exeter, Devon",EXT
557,Oxford (Kidlington) Airport,GB,"Kidlington, Oxfordshire",OXF
558,RAF Benson,GB,"Wallingford, Oxfordshire",BEX
559,RAF Lakenheath,GB,"Brandon, Suffolk",LKZ
560,RAF Mildenhall,GB,"Bury Saint Edmunds, Suffolk",MHZ
561,RAF Fairford,GB,"Fairford, Gloucestershire",FFD
562,RAF Brize Norton,GB,"Carterton, Oxfordshire",BZZ
563,RAF Odiham,GB,"Hook, Hampshire",ODH
564,RAF Northolt,GB,London,NHT
565,RAF Coningsby,GB,"Lincoln, Lincolnshire",QCY
566,RAF Honington,GB,"Bury Saint Edmunds, Suffolk",BEQ
567,RAF Waddington,GB,"Lincoln, Lincolnshire",WTN
568,RAF Marham,GB,"King's Lynn, Norfolk",KNF
569,Mount Pleasant Airport,FK,Mount Pleasant,MPN
570,Amsterdam Airport Schiphol,NL,Amsterdam,AMS
571,Maastricht Aachen Airport,NL,Maastricht,MST
572,Eindhoven Airport,NL,Eindhoven,EIN
573,Groningen Airport Eelde,NL,Groningen,GRQ
574,Gilze Rijen Air Base,NL,Rijen,GLZ
575,De Kooy Airfield / Den Helder Naval Air Station,NL,Den Helder,DHR
576,Lelystad Airport,NL,Lelystad,LEY
577,Leeuwarden Air Base,NL,Leeuwarden,LWR
578,Rotterdam The Hague Airport,NL,Rotterdam,RTM
579,Twente Airport,NL,Enschede,ENS
580,Ezhou Huahu Airport,CN,Ezhou,EHU
581,Volkel Air Base,NL,Uden,UDE
582,Woensdrecht Air Base,NL,Hoogerheide,WOE
583,Cork Airport,IE,Cork,ORK
584,Galway Airport,IE,Galway,GWY
585,Donegal Airport,IE,Donegal,CFN
586,Dublin Airport,IE,Dublin,DUB
587,Ireland West Knock Airport,IE,Charlestown,NOC
588,Kerry Airport,IE,Killarney,KIR
589,Shannon Airport,IE,Shannon,SNN
590,Sligo Airport,IE,Sligo,SXL
591,Waterford Airport,IE,Waterford,WAT
592,Aarhus Airport,DK,Aarhus,AAR
593,Billund Airport,DK,Billund,BLL
594,Copenhagen Kastrup Airport,DK,Copenhagen,CPH
595,Esbjerg Airport,DK,Esbjerg,EBJ
596,Midtjyllands Airport / Air Base Karup,DK,Karup,KRP
597,Lolland Falster Maribo Airport,DK,Rødby,MRW
598,Odense Hans Christian Andersen Airport,DK,Odense,ODE
599,Copenhagen Roskilde Airport,DK,Roskilde,RKE
600,Bornholm Airport,DK,Rønne,RNN
601,Sønderborg Airport,DK,Sønderborg,SGD
602,Sindal Airport,DK,Sindal,CNL
603,Skrydstrup Air Base,DK,Vojens,SKS
604,Skive Airport,DK,Skive,SQW
605,Thisted Airport,DK,Thisted,TED
606,Vágar Airport,FO,Vágar,FAE
607,Stauning Vestjylland  Airport,DK,Skjern,STA
608,Aalborg Airport,DK,Aalborg,AAL
609,Luxembourg-Findel International Airport,LU,Luxembourg,LUX
610,"Ålesund Airport, Vigra",NO,Ålesund,AES
611,"Andøya Airport, Andenes",NO,Andenes,ANX
612,Alta Airport,NO,Alta,ALF
613,"Brønnøysund Airport, Brønnøy",NO,Brønnøy,BNN
614,Bodø Airport,NO,Bodø,BOO
615,"Bergen Airport, Flesland",NO,Bergen,BGO
616,Båtsfjord Airport,NO,Båtsfjord,BJF
617,Berlevåg Airport,NO,Berlevåg,BVG
618,"Kristiansand Airport, Kjevik",NO,Kjevik,KRS
619,Bardufoss Airport,NO,Målselv,BDU
620,"Harstad/Narvik Airport, Evenes",NO,Evenes,EVE
621,"Fagernes Airport, Leirin",NO,Fagernes,VDB
622,Florø Airport,NO,Florø,FRO
623,"Oslo Airport, Gardermoen",NO,Oslo,OSL
624,"Haugesund Airport, Karmøy",NO,Karmøy,HAU
625,Hammerfest Airport,NO,Hammerfest,HFT
626,"Honningsvåg Airport, Valan",NO,Honningsvåg,HVG
627,"Kristiansund Airport, Kvernberget",NO,Kvernberget,KSU
628,"Kirkenes Airport, Høybuktmoen",NO,Kirkenes,KKN
629,Leknes Airport,NO,Leknes,LKN
630,Mehamn Airport,NO,Mehamn,MEH
631,"Molde Airport, Årø",NO,Årø,MOL
632,"Mosjøen Airport, Kjærstad",NO,Mosjøen,MJF
633,"Lakselv Airport, Banak",NO,Lakselv,LKL
634,Notodden Airport,NO,Notodden,NTB
635,Ørland Airport,NO,Ørland,OLA
636,"Ørsta-Volda Airport, Hovden",NO,Ørsta,HOV
637,"Mo i Rana Airport, Røssvoll",NO,Mo i Rana,MQN
638,"Rørvik Airport, Ryum",NO,Rørvik,RVK
639,Røros Airport,NO,Røros,RRS
640,"Moss Airport, Rygge",NO,Oslo,RYG
641,"Svalbard Airport, Longyear",NO,Longyearbyen,LYR
642,"Svolvær Airport, Helle",NO,Svolvær,SVJ
643,"Stokmarknes Airport, Skagen",NO,Hadsel,SKN
644,Skien Airport,NO,Geiteryggen,SKE
645,"Stord Airport, Sørstokken",NO,Leirvik,SRP
646,Sørkjosen Airport,NO,Sørkjosen,SOJ
647,"Vardø Airport, Svartnes",NO,Vardø,VAW
648,"Sandnessjøen Airport, Stokka",NO,Alstahaug,SSJ
649,"Tromsø Airport, Langnes",NO,Tromsø,TOS
650,"Sandefjord Airport, Torp",NO,Torp,TRF
651,"Trondheim Airport, Værnes",NO,Trondheim,TRD
652,Vadsø Airport,NO,Vadsø,VDS
653,Yan'an Nanniwan Airport,CN,Yan'an (Baota),ENY
654,"Stavanger Airport, Sola",NO,Stavanger,SVG
655,Bydgoszcz Ignacy Jan Paderewski Airport,PL,Białe Błota,BZG
656,Gdańsk Lech Wałęsa Airport,PL,Gdańsk,GDN
657,Kraków John Paul II International Airport,PL,Balice,KRK
658,Katowice Wojciech Korfanty International Airport,PL,Ożarowice,KTW
659,Lublin Airport,PL,Lublin,LUZ
660,Łódź Władysław Reymont Airport,PL,Łódź,LCJ
661,Modlin Airport,PL,Nowy Dwór Mazowiecki,WMI
662,Poznań-Ławica Airport,PL,Poznań,POZ
663,Warsaw Radom Airport,PL,Radom,RDO
664,Rzeszów-Jasionka Airport,PL,Jasionka,RZE
665,Solidarity Szczecin–Goleniów Airport,PL,Glewice,SZZ
666,Olsztyn-Mazury Airport,PL,Szymany,SZY
667,Warsaw Chopin Airport,PL,Warsaw,WAW
668,Copernicus Wrocław Airport,PL,Wrocław,WRO
669,Zielona Góra-Babimost Airport,PL,Nowe Kramsko,IEG
670,Ronneby Airport,SE,Ronneby,RNB
671,Göteborg Landvetter Airport,SE,Göteborg,GOT
672,Jönköping Airport,SE,Jönköping,JKG
673,Säve Airport,SE,Göteborg,GSE
674,Skövde Airport,SE,Skövde,KVB
675,Trollhättan-Vänersborg Airport,SE,Trollhättan,THN
676,Mora Airport,SE,Mora,MXX
677,Stockholm Skavsta Airport,SE,Nyköping,NYO
678,Scandinavian Mountains Airport,SE,Malung-Sälen,SCR
679,Kristianstad Airport,SE,Kristianstad,KID
680,Kalmar Airport,SE,Kalmar,KLR
681,Malmö Sturup Airport,SE,Malmö,MMX
682,Halmstad Airport,SE,Halmstad,HAD
683,Växjö Kronoberg Airport,SE,Växjö,VXO
684,Gällivare Airport,SE,Gällivare,GEV
685,Kramfors-Sollefteå Höga Kusten Airport,SE,Nyland,KRF
686,Lycksele Airport,SE,Lycksele,LYC
687,Sundsvall-Härnösand Airport,SE,Sundsvall/ Härnösand,SDL
688,Örnsköldsvik Airport,SE,Örnsköldsvik,OER
689,Kiruna Airport,SE,Kiruna,KRN
690,Skellefteå Airport,SE,Skellefteå,SFT
691,Umeå Airport,SE,Umeå,UME
692,Vilhelmina South Lapland Airport,SE,Vilhelmina,VHM
693,Arvidsjaur Airport,SE,Arvidsjaur,AJR
694,Söderhamn Airport,SE,Söderhamn,SOO
695,Åre Östersund Airport,SE,Östersund,OSD
696,Örebro Airport,SE,Örebro,ORB
697,Karlstad Airport,SE,Karlstad,KSD
698,Stockholm Västerås Airport,SE,Stockholm / Västerås,VST
699,Luleå Airport,SE,Luleå,LLA
700,Stockholm-Arlanda Airport,SE,Stockholm,ARN
701,Stockholm-Bromma Airport,SE,Stockholm,BMA
702,Dala Airport,SE,Borlange,BLE
703,Gävle Sandviken Airport,SE,Gävle / Sandviken,GVX
704,Linköping City Airport,SE,Linköping,LPI
705,Norrköping Airport,SE,Norrköping,NRK
706,Torsby Airport,SE,Torsby,TYF
707,Eskilstuna Airport,SE,Eskilstuna,EKT
708,Visby Airport,SE,Visby,VBY
709,Ängelholm-Helsingborg Airport,SE,Ängelholm,AGH
710,Storuman Airport,SE,Storuman,SQO
711,Spangdahlem Air Base,DE,Trier,SPM
712,Ramstein Air Base,DE,Ramstein-Miesenbach,RMS
713,Fritzlar Army Airfield,DE,Fritzlar,FRZ
714,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,DE,Wurster Nordseeküste,FCN
715,Geilenkirchen Air Base,DE,Geilenkirchen,GKE
716,Rostock-Laage Airport,DE,Laage,RLG
717,Schleswig Air Base,DE,Jagel,WBG
718,Wiesbaden Army Airfield,DE,Wiesbaden,WIE
719,Ingolstadt Manching Airport,DE,Manching,IGS
720,Daugavpils International Airport,LV,Daugavpils,DGP
721,Liepāja International Airport,LV,Liepāja,LPX
722,Riga International Airport,LV,Riga,RIX
723,Kaunas International Airport,LT,Kaunas,KUN
724,Palanga International Airport,LT,Palanga,PLQ
725,Panevėžys Air Base,LT,Panevėžys,PNV
726,Šiauliai International Airport,LT,Šiauliai,SQQ
727,Vilnius International Airport,LT,Vilnius,VNO
728,Alexander Bay Airport,ZA,Alexander Bay,ALJ
729,Aggeneys Airport,ZA,Aggeneys,AGZ
730,Bisho Airport,ZA,Bisho,BIY
731,Bram Fischer International Airport,ZA,Bloemfontain,BFN
732,Cape Town International Airport,ZA,Cape Town,CPT
733,Ben Schoeman Airport,ZA,East London,ELS
734,Ficksburg Sentraoes Airport,ZA,Ficksburg,FCB
735,Grand Central Airport,ZA,Midrand,GCJ
736,George Airport,ZA,George,GRJ
737,Rand Airport,ZA,Johannesburg,QRA
738,Harrismith Airport,ZA,Harrismith,HRS
739,P C Pelser Airport,ZA,Klerksdorp,KXE
740,Kimberley Airport,ZA,Kimberley,KIM
741,Kruger Mpumalanga International Airport,ZA,Mpumalanga,MQP
742,Johan Pienaar Airport,ZA,Kuruman,KMH
743,Kleinsee Airport,ZA,Kleinsee,KLZ
744,Lanseria International Airport,ZA,Johannesburg,HLA
745,Lime Acres Finsch Mine Airport,ZA,Lime Acres,LMR
746,King Shaka International Airport,ZA,Durban,DUR
747,Langebaanweg Airport,ZA,Langebaanweg,SDB
748,Ladysmith Airport,ZA,Ladysmith,LAY
749,Malamala Airport,ZA,Malamala,AAM
750,Margate Airport,ZA,Margate,MGH
751,Mmabatho International Airport,ZA,Mafeking,MBD
752,Mkuze Airport,ZA,Mkuze,MZQ
753,Newcastle Airport,ZA,Newcastle,NCS
754,Oudtshoorn Airport,ZA,Oudtshoorn,OUH
755,O.R. Tambo International Airport,ZA,Johannesburg,JNB
756,Chief Dawid Stuurman International Airport,ZA,Gqeberha (Port Elizabeth),PLZ
757,Plettenberg Bay Airport,ZA,Plettenberg Bay,PBZ
758,Hendrik Van Eck Airport,ZA,Phalaborwa,PHW
759,Port St Johns Airport,ZA,Port St Johns,JOH
760,Pietermaritzburg Airport,ZA,Pietermaritzburg,PZB
761,Polokwane International Airport,ZA,Polokwane,PTG
762,Potchefstroom Airport,ZA,Potchefstroom,PCF
763,Queenstown Airport,ZA,Queenstown,UTW
764,Richards Bay Airport,ZA,Richards Bay,RCB
765,Robertson Airport,ZA,Robertson,ROD
766,Springbok Airport,ZA,Springbok,SBU
767,Secunda Airport,ZA,Secunda,ZEC
768,Sishen Airport,ZA,Sishen,SIS
769,Skukuza Airport,ZA,Skukuza,SZK
770,Tzaneen Airport,ZA,Tzaneen,LTA
771,Prince Mangosuthu Buthelezi Airport,ZA,Ulundi,ULD
772,Pierre Van Ryneveld Airport,ZA,Upington,UTN
773,K. D. Matanzima Airport,ZA,Mthatha,UTT
774,Vryburg Airport,ZA,Vyrburg,VRU
775,Virginia Airport,ZA,Durban,VIR
776,Vredendal Airport,ZA,Vredendal,VRE
777,Wonderboom Airport,ZA,Pretoria,PRY
778,Waterkloof Air Force Base,ZA,Pretoria,WKF
779,P G Matante Intl,BW,Francistown,FRW
780,Jwaneng Airport,BW,Jwaneng,JWA
781,Kasane Airport,BW,Kasane,BBK
782,Maun Airport,BW,Maun,MUB
783,Sir Seretse Khama International Airport,BW,Gaborone,GBE
784,Sua Pan Airport,BW,Sowa,SXN
785,Selebi Phikwe Airport,BW,Selebi Phikwe,PKW
786,Maya-Maya Airport,CG,Brazzaville,BZV
787,Oyo Ollombo Airport,CG,Oyo,OLL
788,Owando Airport,CG,Owando,FTX
789,Ngot Nzoungou Airport,CG,Dolisie,DIS
790,Antonio Agostinho-Neto International Airport,CG,Pointe Noire,PNR
791,Matsapha Airport,SZ,Manzini,MTS
792,King Mswati III International Airport,SZ,Mpaka,SHO
793,Bangui M'Poko International Airport,CF,Bangui,BGF
794,Berbérati Airport,CF,Berbérati,BBT
795,Bata Airport,GQ,Bata,BSG
796,Malabo Airport,GQ,Malabo,SSG
797,RAF Ascension Island,SH,Cat Hill,ASI
798,Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien,MRU
799,Sir Charles Gaetan Duval Airport,MU,Port Mathurin,RRG
800,Diego Garcia Naval Support Facility,IO,Diego Garcia,NKW
801,Tiko Airport,CM,Tiko,TKC
802,Douala International Airport,CM,Douala,DLA
803,Salak Airport,CM,Maroua,MVR
804,Foumban Nkounja Airport,CM,Foumban,FOM
805,N'Gaoundéré Airport,CM,N'Gaoundéré,NGE
806,Garoua International Airport,CM,Garoua,GOU
807,Bafoussam Airport,CM,Bafoussam,BFX
808,Bamenda Airport,CM,Bamenda,BPC
809,Yaoundé Airport,CM,Yaoundé,YAO
810,Yaoundé Nsimalen International Airport,CM,Yaoundé,NSI
811,Kasompe Airport,ZM,Chingola,CGJ
812,Harry Mwanga Nkumbula International Airport,ZM,Livingstone,LVI
813,Kenneth Kaunda International Airport,ZM,Lusaka,LUN
814,Mfuwe Airport,ZM,Mfuwe,MFU
815,Mongu Airport,ZM,Mongu,MNR
816,Simon Mwansa Kapwepwe International Airport,ZM,Ndola,NLA
817,Southdowns Airport,ZM,Kitwe,KIW
818,Prince Said Ibrahim International Airport,KM,Moroni,HAH
819,Mohéli Bandar Es Eslam Airport,KM,Fomboni,NWA
820,Ouani Airport,KM,Ouani,AJN
821,Dzaoudzi Pamandzi International Airport,YT,Dzaoudzi,DZA
822,Roland Garros Airport,RE,Sainte-Marie,RUN
823,Pierrefonds Airport,RE,Saint-Pierre,ZSE
824,Ivato Airport,MG,Antananarivo,TNR
825,Miandrivazo Airport,MG,Miandrivazo,ZVA
826,Sainte Marie Airport,MG,Vohilava,SMS
827,Toamasina Ambalamanasy Airport,MG,Toamasina,TMM
828,Morondava Airport,MG,Morondava,MOQ
829,Arrachart Airport,MG,Antisiranana,DIE
830,Mananara Nord Airport,MG,Mananara Nord,WMR
831,Antsirabe Airport,MG,Antsirabe,ANM
832,Analalava Airport,MG,Analalava,HVA
833,Amborovy Airport,MG,Mahajanga,MJN
834,Fascene Airport,MG,Nosy Be,NOS
835,Besalampy Airport,MG,Besalampy,BPY
836,Maroantsetra Airport,MG,Maroantsetra,WMN
837,Sambava Airport,MG,Sambava,SVB
838,Vohemar Airport,MG,Vohemar,VOH
839,Ambalabe Airport,MG,Antsohihy,WAI
840,Tôlanaro Airport,MG,Tôlanaro,FTU
841,Fianarantsoa Airport,MG,Fianarantsoa,WFI
842,Manakara Airport,MG,Manakara,WVK
843,Mananjary Airport,MG,Mananjary,MNJ
844,Morombe Airport,MG,Morombe,MXM
845,Toliara Airport,MG,Toliara,TLE
846,Mbanza Congo Airport,AO,Mbanza Congo,SSY
847,Benguela 17th of September Airport,AO,Benguela,BUG
848,Cabinda Airport,AO,Cabinda,CAB
849,Catumbela Airport,AO,Catumbela,CBT
850,Dundo Airport,AO,Chitato,DUE
851,Ngjiva Pereira Airport,AO,Ngiva,VPE
852,Nova Lisboa Airport,AO,Huambo,NOV
853,Kuito Airport,AO,Kuito,SVP
854,Quatro de Fevereiro International Airport,AO,Luanda,LAD
855,Malanje Airport,AO,Malanje,MEG
856,Menongue Airport,AO,Menongue,SPP
857,Welwitschia Mirabilis International Airport,AO,Moçâmedes,MSZ
858,Negage Airport,AO,Negage,GXG
859,Porto Amboim Airport,AO,Port Amboim,PBN
860,Saurimo Airport,AO,Saurimo,VHC
861,Soyo Airport,AO,Soyo,SZA
862,Sumbe Airport,AO,Sumbe,NDD
863,Lubango Airport,AO,Lubango,SDD
864,Luena Airport,AO,Luena,LUO
865,Uige Airport,AO,Uige,UGO
866,Xangongo Airport,AO,Xangongo,XGN
867,Koulamoutou Mabimbi Airport,GA,Koulamoutou,KOU
868,Mouilla Ville Airport,GA,Mouila,MJL
869,Oyem Airport,GA,Oyem,OYE
870,Okondja Airport,GA,Okondja,OKN
871,Lambarene Airport,GA,Lambarene,LBQ
872,Bitam Airport,GA,Bitam,BMM
873,Port Gentil Airport,GA,Port Gentil,POG
874,Omboue Hospital Airport,GA,Omboue,OMB
875,Makokou Airport,GA,Makokou,MKU
876,Libreville Leon M'ba International Airport,GA,Libreville,LBV
877,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA,Franceville,MVB
878,Principe Airport,ST,São Tomé & Príncipe,PCP
879,São Tomé International Airport,ST,São Tomé,TMS
880,Beira Airport,MZ,Beira,BEW
881,Chimoio Airport,MZ,Chimoio,VPY
882,Inhambane Airport,MZ,Inhambane,INH
883,Lichinga Airport,MZ,Lichinga,VXC
884,Maputo Airport,MZ,Maputo,MPM
885,Mueda Airport,MZ,Mueda,MUD
886,Mocímboa da Praia Airport,MZ,Mocímboa da Praia,MZB
887,Nampula Airport,MZ,Nampula,APL
888,Pemba Airport,MZ,Pemba / Porto Amelia,POL
889,Quelimane Airport,MZ,Quelimane,UEL
890,Chingozi Airport,MZ,Tete,TET
891,Vilankulo Airport,MZ,Vilanculo,VNX
892,Seychelles International Airport,SC,Mahe Island,SEZ
893,Praslin Island Airport,SC,Praslin Island,PRI
894,Abeche Airport,TD,Abeche,AEH
895,Moundou Airport,TD,Moundou,MQQ
896,N'Djamena International Airport,TD,N'Djamena,NDJ
897,Faya-Largeau Airport,TD,Faya-Largeau,FYT
898,Joshua Mqabuko Nkomo International Airport,ZW,Bulawayo,BUQ
899,Buffalo Range Airport,ZW,Chiredzi,BFO
900,Victoria Falls International Airport,ZW,Victoria Falls,VFA
901,Robert Gabriel Mugabe International Airport,ZW,Harare,HRE
902,Kariba International Airport,ZW,Kariba,KAB
903,Masvingo International Airport,ZW,Masvingo,MVZ
904,Gweru - Thornhill Air Base,ZW,Gweru,GWE
905,Hwange National Park Airport,ZW,Hwange,HWN
906,Chileka International Airport,MW,Blantyre,BLZ
907,Dwangwa Airport,MW,Dwangwa,DWA
908,Karonga Airport,MW,Karonga,KGJ
909,Lilongwe International Airport,MW,Lilongwe,LLW
910,Mangochi Airport,MW,Mangochi,MAI
911,Mzuzu Airport,MW,Mzuzu,ZZU
912,Moshoeshoe I International Airport,LS,Maseru,MSU
913,Arandis Airport,NA,Arandis,ADI
914,Grootfontein Airport,NA,Grootfontein,GFY
915,Katima Mulilo Airport,NA,Mpacha,MPA
916,Keetmanshoop Airport,NA,Keetmanshoop,KMP
917,Luderitz Airport,NA,Luderitz,LUD
918,Ondangwa Airport,NA,Ondangwa,OND
919,Oranjemund Airport,NA,Oranjemund,OMD
920,Rundu Airport,NA,Rundu,NDU
921,Tsumeb Airport,NA,Tsumeb,TSB
922,Walvis Bay Airport,NA,Walvis Bay,WVB
923,Eros Airport,NA,Windhoek,ERS
924,Hosea Kutako International Airport,NA,Windhoek,WDH
925,Ndjili International Airport,CD,Kinshasa,FIH
926,Ndolo Airport,CD,N'dolo,NLO
927,Bandundu Airport,CD,Bandundu,FDU
928,Kikwit Airport,CD,Kikwit,KKW
929,Mbandaka Airport,CD,Mbandaka,MDK
930,Gbadolite Airport,CD,Gbadolite,BDT
931,Gemena Airport,CD,Gemena,GMA
932,Lisala Airport,CD,Lisala,LIQ
933,Bangoka International Airport,CD,Kisangani,FKI
934,Matari Airport,CD,Isiro,IRP
935,Bunia Airport,CD,Bunia,BUX
936,Buta Zega Airport,CD,Buta,BZU
937,Bukavu Kavumu Airport,CD,Kamakombe,BKY
938,Goma International Airport,CD,Goma,GOM
939,Kindu Airport,CD,Kindu,KND
940,Lubumbashi International Airport,CD,Lubumbashi,FBM
941,Kolwezi Airport,CD,Kolwezi,KWZ
942,Kalemie Airport,CD,Kalemie,FMI
943,Kananga Airport,CD,Kananga,KGA
944,Mbuji Mayi Airport,CD,Mbuji Mayi,MJM
945,Modibo Keita International Airport,ML,Bamako,BKO
946,Mopti Ambodédjo International Airport,ML,Sévaré,MZI
947,Timbuktu Airport,ML,Timbuktu,TOM
948,Banjul International Airport,GM,Banjul,BJL
949,Fuerteventura Airport,ES,El Matorral,FUE
950,El Hierro Airport,ES,El Hierro Island,VDE
951,La Palma Airport,ES,"Sta Cruz de la Palma, La Palma Island",SPC
952,Gran Canaria Airport,ES,Gran Canaria Island,LPA
953,César Manrique-Lanzarote Airport,ES,San Bartolomé,ACE
954,Tenerife Sur Airport,ES,Tenerife,TFS
955,Tenerife Norte-Ciudad de La Laguna Airport,ES,Tenerife,TFN
956,Melilla Airport,ES,Melilla,MLN
957,Bo Airport,SL,Bo,KBS
958,Kenema Airport,SL,Kenema,KEN
959,Lungi International Airport,SL,Freetown (Lungi-Town),FNA
960,Yengema Airport,SL,Yengema,WYE
961,Osvaldo Vieira International Airport,GW,Bissau,OXB
962,Spriggs Payne Airport,LR,Monrovia,MLW
